,Staff_ID,PNP_ID,Initials,User_Name,PasswordBytes,Code,View1,Modify1,Approve1,View2,Modify2,Approve2,View3,Modify3,Approve3,View4,Modify4,Approve4,IsGlobal,TieredSecurity1,Ledger_Security,Ledger_Security_All,View5,Modify5,Approve5,Create_DtTm,Create_ID,Edit_DtTm,Edit_ID,Sanct_DtTm,Sanct_ID,Note_ID,Type,Category,Sch_Duration,Clinic_ID,Overrides,Bill_Credentials,Other_Credentials,Acc_Assign,Last_Name,First_Name,Mdl_Initial,Suffix,Birth_DtTm,Gender,Adr1,Adr2,City,State_Province,Postal,Country,Work_Phone,Work_Phone_Ex,Fax,Pager,Pager_Ex,CellPhone,EMail,Home_Phone,Home_Phone_Ex,Switches,Private,Restricted,Sch_ID1,Sch_ID2,Sch_ID3,Sch_ID4,Sch_ID5,Mail_Pref,ChartDestination,Deleted,Status_inactive,Status_Login,Status_Unaprv,Staff_Role,Dept_type,Machine_Type,CC_From_Schedule,Can_Be_Scheduled,TemplateOverrideLevel,NonPhysician,AllowCustomizeLayouts,AllowPushLayouts,OverrideFilterLockdown,Last_Name_SingleByte,First_Name_SingleByte,Mdl_Initial_SingleByte,HPG_Eligible,DirectMailAddress,RowVers
44,42,46,AY    ,Ann                                                             ,JXG2AVWWxvcXN1d3l7fX,   ,280034811,271642624,3420160,2146435327,1073742079,1074004031,725612494,186775502,134329346,49407,255,255,True,0,1,True,0,0,0,2003-08-06 11:42:45,1.0,2023-09-14 03:23:19.127000,,,,,Billing Staff  ,0,180000,          ,0,          ,          ,False,Yen                                     ,Ann,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,False,False,False,False,11,0,0,3,False,40,0,True,False,False,,,  ,,,AAAAAACNRXk=
45,43,49,      ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,True,0,0,False,0,0,0,2004-02-12 09:41:34,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,machine                                 ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,True,True,False,False,0,1,1,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQOM=
46,44,50,EX1   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,True,0,0,False,0,0,0,2005-10-25 09:37:24,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Exam Room 1                             ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,3,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQO0=
47,45,51,EX2   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,True,0,0,False,0,0,0,2005-10-25 09:38:17,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Exam Room 2                             ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,3,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQQE=
48,46,52,EX3   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,True,0,0,False,0,0,0,2005-10-25 09:39:06,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Exam Room 3                             ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQN8=
49,47,53,EX4   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,True,0,0,False,0,0,0,2005-10-25 09:39:27,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Exam Room 4                             ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQPI=
50,48,54,EX5   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,True,0,0,False,0,0,0,2005-10-25 09:39:39,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Exam Room 5                             ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQQM=
51,49,55,EX6   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2005-10-25 09:40:04,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Exam Room 6                             ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,3,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQOQ=
52,50,56,EX7   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2005-10-25 09:42:00,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Exam Room 7                             ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQPA=
53,51,57,EX8   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2005-10-25 09:42:17,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Exam Room 8                             ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQQY=
54,52,58,EX9   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2005-10-25 09:42:44,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Exam Room 9                             ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQOc=
55,53,59,E10   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2005-10-25 09:42:58,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Exam Room 10                            ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQPs=
56,54,60,CS    ,                                                                ,MHHEFzdXd5e31_cXN1d3,   ,278986235,270594065,1344589840,2146435583,2146435299,2146828323,1744826674,1207955762,0,-2146516644,-2147040932,180224,False,0,0,True,0,0,0,2005-10-25 10:31:04,1.0,2019-09-22 23:46:49.247000,,,,,Adv Pract RN   ,0,180000,          ,0,          ,          ,False,Specialist                              ,Clinical Nurse                          ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,True,True,False,False,8,0,0,2,True,40,0,True,False,False,,,  ,,,AAAAAACNCh4=
57,55,61,CRA   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,True,0,0,False,0,0,0,2005-10-28 15:40:47,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Conference Room A                       ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQOg=
58,56,62,CRB   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,True,0,0,False,0,0,0,2005-10-28 15:41:28,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Conference Room B                       ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQPY=
59,57,63,CRC   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,True,0,0,False,0,0,0,2005-10-28 15:42:03,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Conference Room C                       ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQQo=
60,58,64,CRD   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,True,0,0,False,0,0,0,2005-10-28 15:42:29,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Conference Room D                       ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQOo=
61,59,65,CRE   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,True,0,0,False,0,0,0,2005-10-28 15:44:25,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Conference Room E                       ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQPc=
62,60,66,JW    ,Joe                                                             ,JXG2AVWWxvcXN1d3l7fX,   ,270594097,270594049,2363392,1609564671,1341128929,1090650144,2,0,0,966656,442368,131072,False,0,0,False,0,0,0,2006-02-03 15:14:50,1.0,2023-09-14 03:23:19.127000,,,,,Pharm Tech     ,0,180000,          ,0,          ,          ,False,Williams                                ,Joseph,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,False,False,False,False,8,0,0,3,True,40,0,True,False,False,,,  ,,,AAAAAACNRY0=
63,61,67,MA    ,                                                                ,MHHEFzdXd5e31_cXN1d3,   ,503861265,20481,266240,1072693442,57671872,24117248,0,0,0,2146304,0,0,False,0,0,False,0,0,0,2006-02-03 15:19:04,1.0,2019-09-22 23:46:49.247000,,,,,Med Assist     ,0,90000,          ,0,          ,          ,False,Assistant                               ,Medical                                 ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,True,True,False,False,8,0,0,3,True,10,0,True,False,False,,,  ,,,AAAAAACNCiQ=
64,62,68,JS    ,Jan                                                             ,JXG2AVWWxvcXN1d3l7fX,   ,312537105,270594065,2363409,2146435327,2146435297,1274019872,0,0,0,3063808,442368,180224,False,0,0,False,0,0,0,2006-04-13 09:19:21,1.0,2023-09-14 03:23:19.127000,,,,,Nurse          ,0,180000,,0,          ,          ,False,Smith                                   ,Jan,  ,RN           ,,,                                        ,                                        ,                                        ,,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,False,False,False,False,8,0,0,2,True,40,0,True,False,False,,,  ,,,AAAAAACNRXg=
65,63,69,T11   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2006-06-26 16:59:35,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Treatment Chair 11                      ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,3,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQOI=
66,64,70,T12   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2006-06-26 17:00:56,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,90000,          ,0,          ,          ,False,Treatment Chair 12                      ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQOs=
67,65,71,MC    ,Mary                                                            ,JXG2AVWWxvcXN1d3l7fX,   ,280559103,271643668,1075871744,2146468863,2146435299,2146566177,-1607467006,0,0,966656,442368,180224,True,0,1,True,0,0,0,2007-03-01 15:41:42,1.0,2023-09-14 03:23:19.127000,,,,,Nurse          ,0,180000,,0,,,False,Crest                                   ,Mary,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,False,False,False,False,8,0,0,3,True,40,0,True,False,False,,,  ,,,AAAAAACNRXU=
68,66,72,FC    ,                                                                ,MHHEFzdXd5e31_cXN1d3,   ,280034811,271642624,3420160,2146435327,1073742079,1074004031,805304270,268433358,268433358,49407,255,255,False,0,1,True,0,0,0,2008-03-26 17:18:04,1.0,2019-09-22 23:46:49.247000,,,,,Reception      ,0,90000,,0,,,False,Counselor                               ,Financial,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,True,True,False,False,10,0,0,3,True,40,0,True,False,False,,,  ,,,AAAAAACNCic=
69,67,73,T13   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2008-03-28 11:42:57,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,Treatment Chair 13                      ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,3,True,True,False,False,0,3,0,2,True,0,2,True,False,False,,,  ,,,AAAAAACNCig=
70,68,74,T14   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2008-03-28 11:44:18.310000,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,Treatment Chair 14                      ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,2,True,0,2,True,False,False,,,  ,,,AAAAAACNCik=
71,69,75,T15   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2008-03-28 11:44:49.903000,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,Treatment Chair 15                      ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,2,True,0,2,True,False,False,,,  ,,,AAAAAACNCio=
72,70,76,T16   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2008-03-28 11:45:17.340000,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,Treatment Chair 16                      ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,2,True,0,2,True,False,False,,,  ,,,AAAAAACNCis=
73,71,77,T17   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2008-03-28 11:45:38.373000,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,Treatment Chair 17                      ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,2,True,0,2,True,False,False,,,  ,,,AAAAAACNCiw=
74,72,78,T18   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2008-03-28 11:45:57.390000,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,Treatment Chair 18                      ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,2,True,0,2,True,False,False,,,  ,,,AAAAAACNCi0=
75,73,79,T19   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2008-03-28 11:46:15.077000,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,Treatment Chair 19                      ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,2,True,0,2,True,False,False,,,  ,,,AAAAAACNCi4=
76,74,80,T20   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2008-03-28 11:46:31.247000,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,Treatment Chair 20                      ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,2,True,0,2,True,False,False,,,  ,,,AAAAAACNCi8=
77,75,81,B6    ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2008-03-28 11:47:25.187000,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,360000,,0,,,False,Bed 6                                   ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNCjA=
78,76,82,B7    ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2008-03-28 11:47:45.640000,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,360000,,0,,,False,Bed 7                                   ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,2,True,0,2,True,False,False,,,  ,,,AAAAAACNCjE=
79,77,83,      ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2008-03-28 11:48:04,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,360000,,0,,,False,Bed 9                                   ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,2,True,0,2,True,False,False,,,  ,,,AAAAAACNCjI=
80,78,84,B10   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2008-03-28 11:48:23,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,360000,,0,,,False,Bed 10                                  ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,True,True,False,False,0,3,0,2,True,0,2,True,False,False,,,  ,,,AAAAAACNCjM=
81,79,85,PH1   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2008-03-28 11:49:39.640000,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,Pharmacy                                ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,3,False,False,False,False,0,3,0,3,False,0,2,True,False,False,,,  ,,,AAAAAACNCjQ=
82,80,86,CR1   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,0,0,2008-03-28 11:50:44,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,360000,,0,,,False,Conference Room 1                       ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,3,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNCjU=
83,81,87,CR2   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,0,0,2008-03-28 11:51:10,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,360000,,0,,,False,Conference Room 2                       ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNCjY=
84,82,88,CR3   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,0,0,2008-03-28 11:51:40,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,360000,,0,,,False,Conference Room 3                       ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNCjc=
85,83,89,SS    ,                                                                ,MHHEFzdXd5e31_cXN1d3,   ,280034811,271642624,3420160,2146435327,1073742079,1074004031,729806814,192919326,136295966,49407,255,255,False,0,1,True,0,0,0,2008-04-20 19:15:19,1.0,2019-09-22 23:46:49.247000,,,,,Billing Staff  ,0,90000,,0,,,False,Supervisor                              ,Sample Billing,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,True,True,False,False,11,0,0,3,False,40,0,True,False,False,,,  ,,,AAAAAACNCjg=
86,84,90,BC    ,                                                                ,MHHEFzdXd5e31_cXN1d3,   ,280034811,271642624,3420160,2146435327,1073742079,1074004031,725612510,52540418,1026,49407,255,255,False,0,1,True,0,0,0,2008-04-20 19:20:38,1.0,2019-09-22 23:46:49.247000,,,,,Billing Staff  ,0,90000,,0,,,False,Collections                             ,Billing AR,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,True,True,False,False,11,0,0,3,True,40,0,True,False,False,,,  ,,,AAAAAACNCjk=
87,85,91,V21   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2009-01-05 14:32:46,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,Varian 2100                             ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,False,False,False,False,0,1,1,3,True,0,2,True,False,False,,,  ,,,AAAAAACNNNw=
88,86,92,SYG   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2009-01-05 14:33:18,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,Synergy                                 ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,2,False,False,False,False,0,1,1,3,True,0,2,True,False,False,,,  ,,,AAAAAACNNN0=
89,87,93,V4D   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2009-01-05 14:33:48.663000,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,Varian 4D                               ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,False,False,False,False,0,1,1,3,True,0,2,True,False,False,,,  ,,,AAAAAACNNN4=
90,88,94,AXE   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2009-01-05 14:39:48.247000,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,AXESSE                                  ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,False,False,False,False,0,1,1,3,True,0,2,True,False,False,,,  ,,,AAAAAACNNN8=
91,89,95,ART   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2009-01-05 14:42:25.363000,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,ARTISTE                                 ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,False,False,False,False,0,1,1,3,True,0,2,True,False,False,,,  ,,,AAAAAACNNOA=
92,90,96,TOM   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2009-01-05 14:44:20,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,TomoTherapy                             ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,False,False,False,False,0,1,1,3,True,0,2,True,False,False,,,  ,,,AAAAAACNNOE=
93,91,97,GK    ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2009-01-05 14:46:45.987000,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,Gamma Knife                             ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,False,False,False,False,0,1,5,3,True,0,2,True,False,False,,,  ,,,AAAAAACNNOI=
94,92,98,CTS   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,2009-01-05 14:47:39.693000,1.0,2019-09-22 23:46:49.247000,,,,,Location,0,90000,,0,,,False,CT Sim                                  ,,  ,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,False,False,False,False,0,1,2,3,True,0,2,True,False,False,,,  ,,,AAAAAACNNOM=
